Year,Company Name,Country,Industry (Exiobase),Total Environmental Intensity (Revenue),Total Environmental Intensity (Operating Income),Total Environmental Cost,Working Capacity,Fish Production Capacity,Crop Production Capacity,Meat Production Capacity,Biodiversity,Abiotic Resources,Water production capacity (Drinking water & Irrigation Water),Wood Production Capacity,% Imputed
2010,INTERNATIONAL FLAVORS & FRAGRANCES INCORPORATED,United States,Chemicals nec,-3.37%,-20.69%,-88280118,-66904399,-21780,-915773,-190014,-3162,-132544,-20124472,12027,10.00%
2010,GIVAUDAN SA,Switzerland,Chemicals nec,-1.64%,-10.69%,-74490973,-69961141,-18542,-931737,-206214,-2957,-5017,-3367322,1956,8.00%
2010,"CHURCH & DWIGHT CO.,INC.",United States,Chemicals nec,-2.24%,-13.06%,-58028981,-48445456,-17476,-669942,-132696,-2389,-130844,-8642051,11873,13.00%
2010,CRODA INTERNATIONAL PLC,United Kingdom,Chemicals nec,-2.22%,-11.16%,-34855549,-30486948,-20668,-371130,-87910,-2093,-30557,-3874281,18038,4.00%
2010,NIPPON KAYAKU CO LTD,Japan,Chemicals nec,-1.48%,-12.99%,-25808217,-24623965,-5329,-298519,-69506,-951,-161703,-646567,-1678,16.00%
2010,VICTREX PLC,United Kingdom,Chemicals nec,-2.84%,-7.20%,-8439532,-8064173,-2120,-109651,-23643,-344,-5779,-234237,413,2.00%
2010,PENNON GROUP PLC,United Kingdom,"Collection,purification and distribution of water (41)",-16.68%,-67.10%,-279175469,-273093418,-62548,-3631952,-851501,-11374,-2151,-1522725,198,0.00%
2010,AMERICAN WATER WORKS CO INCORPORATED,United States,"Collection,purification and distribution of water (41)",-9.30%,-33.70%,-252158766,-246688871,-56680,-3280622,-769023,-10297,-1792,-1352272,791,0.00%
2010,SEVERN TRENT PLC,United Kingdom,"Collection,purification and distribution of water (41)",-6.78%,-21.20%,-180971562,-177003692,-40630,-2353932,-551872,-7380,-3428,-1010944,316,0.00%
2010,UNITED UTILITIES GROUP PLC,United Kingdom,"Collection,purification and distribution of water (41)",-4.73%,-15.47%,-180800546,-176818012,-40652,-2351395,-551277,-7378,-4907,-1027377,453,0.00%
2010,AQUA AMERICA INC,United States,"Collection,purification and distribution of water (41)",-3.94%,-10.52%,-28610532,-27989820,-6472,-372187,-87229,-1173,-480,-153384,212,1.00%
2010,PANASONIC CORPORATION,Japan,Computer and related activities (72),-1.13%,-43.91%,-1031308581,-995995677,-237838,-13319948,-3099341,-42510,-62723,-18581218,30673,0.00%
2010,INTERNATIONAL BUSINESS MACHINES CORPORATION,United States,Computer and related activities (72),-0.89%,-4.79%,-892754860,-841874508,-193833,-11112298,-2603138,-35119,-115692,-36823797,3525,2.00%
2010,SONY CORPORATION,Japan,Computer and related activities (72),-0.62%,-22.58%,-551555915,-538187388,-124086,-7180028,-1672368,-22533,-61025,-4313799,5313,0.00%
2010,SHARP CORPORATION,Japan,Computer and related activities (72),-1.46%,-77.32%,-494873644,-475785781,-109487,-6329161,-1482774,-19883,-23303,-11125582,2326,0.00%
2010,FUJITSU LIMITED,Japan,Computer and related activities (72),-0.70%,-34.62%,-402836727,-390804019,-95304,-5202353,-1217258,-16788,-39568,-5474810,13373,0.00%
2010,MICROSOFT CORPORATION,United States,Computer and related activities (72),-0.51%,-1.31%,-316947539,-310051835,-80040,-4114368,-958663,-13934,-71810,-1685504,28615,6.00%
2010,ORACLE CORPORATION,United States,Computer and related activities (72),-0.31%,-0.84%,-82629925,-80828552,-22437,-1071005,-248524,-3809,-31069,-436908,12380,10.00%
2010,NTT DATA CORPORATION,Japan,Computer and related activities (72),-0.57%,-7.92%,-79788055,-77799314,-18773,-1035306,-242377,-3329,-9664,-681651,2359,3.00%
2010,INFOSYS LIMITED,India,Computer and related activities (72),-1.21%,-3.92%,-61437191,-40310697,-14731,-553506,-129577,-2291,-430,-20441962,16004,0.00%
2010,ACCENTURE PLC,Ireland,Computer and related activities (72),-0.26%,-2.02%,-59184097,-57893254,-14366,-768429,-179674,-2519,-12847,-315925,2917,4.00%
2010,NIKON CORPORATION,Japan,Computer and related activities (72),-0.60%,N/A,-58495865,-56611305,-13621,-753325,-176376,-2419,-6642,-933799,1621,3.00%
2010,"AUTOMATIC DATA PROCESSING,INC.",United States,Computer and related activities (72),-0.63%,-3.17%,-56098095,-54878286,-13866,-728535,-169948,-2432,-10342,-298807,4121,5.00%
2010,COGNIZANT TECHNOLOGY SOLUTIONS CORPORATION,United States,Computer and related activities (72),-1.22%,-6.83%,-56042317,-52678271,-12724,-699920,-163654,-2269,-5320,-2482278,2120,3.00%
2010,SYMANTEC CORPORATION,United States,Computer and related activities (72),-0.88%,-4.99%,-52720051,-51574513,-12676,-685034,-160031,-2246,-6933,-281381,2763,4.00%
2010,CAPGEMINI SE,France,Computer and related activities (72),-0.37%,-5.65%,-43152028,-42202636,-11052,-562079,-131301,-1905,-16157,-230859,3960,7.00%
2010,CASIO COMPUTER COMPANY LIMITED,Japan,Computer and related activities (72),-0.59%,N/A,-30969960,-29807520,-6926,-396829,-92730,-1252,-3618,-661424,339,0.00%
2010,AMDOCS LTD,United States,Computer and related activities (72),-0.98%,-7.30%,-29313311,-28676486,-6999,-380943,-89025,-1243,-3464,-156532,1380,4.00%
2010,"AKAMAI TECHNOLOGIES,INC.",United States,Computer and related activities (72),-2.27%,-9.15%,-23254551,-22749810,-5353,-302413,-70802,-964,-1186,-124496,472,2.00%
2010,VISA INCORPORATION,United States,Computer and related activities (72),-0.27%,-0.49%,-21850424,-21373743,-6076,-283064,-65591,-1023,-9343,-115306,3723,11.00%
2010,TIETO OYJ,Finland,Computer and related activities (72),-0.62%,-11.21%,-14226497,-12178373,-2718,-157168,-36773,-493,-267,-1850395,-310,17.00%
2010,INDRA SISTEMAS,Spain,Computer and related activities (72),-0.37%,-3.85%,-12572439,-9970304,-2425,-132867,-31133,-431,-1284,-2434416,421,3.00%
2010,INTUIT INC.,United States,Computer and related activities (72),-0.28%,-1.11%,-9605680,-9396157,-2658,-124452,-28846,-448,-4002,-50711,1595,11.00%
2010,THE SAGE GROUP PLC,United Kingdom,Computer and related activities (72),-0.39%,-1.70%,-8766966,-8303341,-2068,-110290,-25864,-360,-2468,-322929,353,2.00%
2010,STEEL CONNECT INC,United States,Computer and related activities (72),-0.79%,-40.13%,-7318936,-6541982,-1632,-86869,-20278,-288,-1070,-667244,427,4.00%
2010,AMADEUS IT GROUP SA,Spain,Computer and related activities (72),-0.21%,-1.68%,-7254756,-6003424,-1520,-80112,-18765,-266,-1302,-1149793,427,5.00%
2010,TERADATA CORPORATION,United States,Computer and related activities (72),-0.28%,-1.31%,-5424302,-5305990,-1499,-70280,-16291,-253,-2243,-28640,894,11.00%
2010,DASSAULT SYSTEMES SE,France,Computer and related activities (72),-0.21%,-0.94%,-4340595,-4129340,-1196,-55062,-12823,-199,-2905,-139781,712,12.00%
2010,BANG & OLUFSEN AS,Denmark,Computer and related activities (72),-0.60%,N/A,-2984534,-2920274,-671,-38480,-9018,-121,-99,-15870,-3,1.00%
2010,"SALESFORCE.COM,INC.",United States,Computer and related activities (72),-0.17%,-2.87%,-2799246,-2737966,-870,-36168,-8321,-141,-1920,-14625,765,15.00%
2010,ADOBE INC,United States,Computer and related activities (72),-0.07%,-0.28%,-2755074,-2694030,-1173,-35268,-7906,-175,-4379,-13888,1745,13.00%
2010,"AUTODESK,INC.",United States,Computer and related activities (72),-0.10%,-0.74%,-1983334,-1939656,-729,-25509,-5795,-113,-2246,-10182,895,19.00%
2010,SDL PLC,United Kingdom,Computer and related activities (72),-0.16%,-1.17%,-525366,-475180,-133,-6300,-1478,-22,-350,-41954,50,4.00%
2010,MICRO FOCUS INTERNATIONAL PLC,United Kingdom,Computer and related activities (72),-0.14%,-0.40%,-374714,-333684,-97,-4421,-1037,-16,-297,-35206,43,5.00%
2010,FOMENTO DE CONSTRUCCIONES Y CONTRATAS SA,Spain,Construction (45),-28.25%,-1096.03%,-4592829368,-4023305163,-1250118,-53869829,-12652119,-197728,-7463,-502300282,753334,0.00%
2010,COMPAGNIE DE SAINT GOBAIN SA,France,Construction (45),-8.03%,-105.28%,-4322630524,-4139609533,-1528906,-54854668,-12940750,-218052,-13007,-114552182,1086574,0.00%
2010,HINDUSTAN CONSTRUCTION COMPANY LTD,India,Construction (45),-379.39%,-3659.32%,-3373013969,-3284854189,-752985,-43678129,-10240069,-136884,-9076,-33346947,4310,0.00%
2010,AGC INC,Japan,Construction (45),-11.83%,-66.52%,-1880021939,-1838625312,-762834,-25108852,-5902000,-110620,-4753,-10373380,865811,0.00%
2010,BELLWAY P.L.C.,United Kingdom,Construction (45),-140.31%,-2110.87%,-1688103114,-1651487339,-377778,-21964359,-5149442,-68747,-743,-9054974,267,0.00%
2010,ABENGOA SOCIEDAD ANONIMA,Spain,Construction (45),-21.29%,-317.56%,-1589869867,-731491599,-228322,-10017685,-2315250,-37385,-3429,-845962299,186101,0.00%
2010,OWENS-CORNING,United States,Construction (45),-29.23%,-308.13%,-1460528504,-1428691317,-357130,-19172708,-4474857,-63110,-450,-7867996,99064,0.00%
2010,VINCI,France,Construction (45),-1.48%,-16.04%,-676452862,-656600857,-153399,-8768003,-2041228,-27592,-11024,-8859223,8464,1.00%
2010,NIPPON SHEET GLASS CO LTD,Japan,Construction (45),-8.98%,N/A,-651536637,-630499708,-424103,-8892423,-2099034,-53853,-2170,-10264816,699469,0.00%
2010,FERROVIAL SA,Spain,Construction (45),-3.69%,-29.97%,-601997861,-546548445,-138442,-7314889,-1713563,-24273,-7497,-46290816,40063,0.00%
2010,ACS ACTIVIDADES DE CONSTRUCCION Y SERVICIOS SA,Spain,Construction (45),-2.66%,-55.54%,-547939303,-582226763,-156003,-7828622,-1825495,-26688,-9474,44068813,64929,1.00%
2010,ROCKWOOL INTERNATIONAL A/S,Denmark,Construction (45),-19.46%,-292.25%,-411009995,-402093841,-92295,-5347765,-1253641,-16762,-628,-2205718,654,0.00%
2010,KCC CORPORATION,South Korea,Construction (45),-10.49%,-112.18%,-399159266,-390499328,-91303,-5185955,-1215428,-16431,-18218,-2137222,4620,1.00%
2010,STRABAG SE,Austria,Construction (45),-2.01%,-213.17%,-334030759,-326255857,-80474,-4312311,-1011055,-14008,-14454,-2353019,10419,4.00%
2010,CIMIC GROUP LIMITED,Australia,Construction (45),-1.94%,-23.95%,-289815304,-283527428,-66168,-3769933,-883783,-11902,-2982,-1555548,2441,1.00%
2010,SACYR SA,Spain,Construction (45),-4.25%,-102.13%,-274757781,-121642056,-82444,-1842641,-419302,-11364,-2970,-150923943,166939,0.00%
2010,LIXIL GROUP CORPORATION,Japan,Construction (45),-2.21%,-81.39%,-267465953,-260609196,-61619,-3465154,-812310,-11009,-3623,-2506984,3942,2.00%
2010,KONINKLIJKE BOSKALIS WESTMINSTER NV,Netherlands,Construction (45),-6.41%,-43.56%,-230075356,-224734244,-54355,-2977126,-696995,-9658,-17381,-1593857,8260,3.00%
2010,LARSEN & TOUBRO LIMITED,India,Construction (45),-2.05%,-16.46%,-200875141,-142256362,-29813,-1738056,-405201,-5432,-100243,-56328704,-11329,10.00%
2010,MASCO CORPORATION,United States,Construction (45),-2.33%,-82.21%,-176757703,-162197475,-37972,-2182658,-503258,-6868,-684,-11833120,4331,0.00%
2010,SEKISUI CHEMICAL CO LTD,Japan,Construction (45),-1.46%,-34.85%,-154492532,-147216052,-34633,-1998120,-454191,-6264,-3166,-4785851,5745,0.00%
2010,BALFOUR BEATTY PLC,United Kingdom,Construction (45),-1.01%,-55.29%,-146319505,-142480919,-33839,-1896595,-444134,-6053,-8928,-1452243,3206,2.00%
2010,SKANSKA AB,Sweden,Construction (45),-0.78%,-33.18%,-141537365,-138239184,-31519,-1822614,-426230,-5714,-569,-1010746,-788,1.00%
2010,OBRASCON HUARTE LAIN SA,Spain,Construction (45),-1.74%,-30.93%,-114947417,-112444179,-32931,-1500226,-349721,-5255,-3025,-626238,14158,1.00%
2010,CENTRAL GLASS COMPANY LIMITED,Japan,Construction (45),-5.47%,-249.97%,-104212730,-101443875,-59699,-1404094,-331591,-7722,-570,-1053207,88027,0.00%
2010,TOTO LTD,Japan,Construction (45),-1.66%,-106.28%,-86353959,-83698948,-20009,-1112799,-260855,-3553,-1556,-1257932,1693,2.00%
2010,ASSA ABLOY AB,Sweden,Construction (45),-1.25%,-7.60%,-68652906,-65960926,-15056,-872462,-204222,-2734,-172,-1597099,-237,1.00%
2010,SHIMIZU CORPORATION,Japan,Construction (45),-0.34%,-24.41%,-66580388,-65135936,-18165,-864896,-202633,-2973,-5860,-356300,6375,10.00%
2010,KONINKLIJKE BAM GROEP NV,Netherlands,Construction (45),-0.63%,-50.04%,-63993987,-61607785,-22517,-785889,-181447,-3431,-49460,-1366963,23505,19.00%
2010,TAISEI CORPORATION,Japan,Construction (45),-0.36%,-14.41%,-63302412,-61069736,-16932,-810945,-189997,-2779,-5317,-1212489,5784,10.00%
2010,KAJIMA CORPORATION,Japan,Construction (45),-0.27%,N/A,-53990190,-52818812,-15447,-701040,-164213,-2468,-6038,-288741,6568,12.00%
2010,"M.D.C. HOLDINGS,INC.",United States,Construction (45),-5.61%,N/A,-53743340,-52577317,-12011,-699825,-163831,-2187,-86,-288087,5,0.00%
2010,OBAYASHI CORPORATION,Japan,Construction (45),-0.30%,N/A,-49060704,-47238117,-13229,-632989,-147928,-2213,-4947,-1027692,6410,1.00%
2010,JGC CORPORATION,Japan,Construction (45),-0.93%,-9.23%,-47711705,-46676751,-11527,-620423,-145420,-2011,-1528,-255708,1662,4.00%
2010,SUMITOMO FORESTRY CO LTD,Japan,Construction (45),-0.52%,-38.63%,-46424398,-45417304,-11876,-603402,-141402,-2009,-2669,-248639,2904,7.00%
2010,"SEKISUI HOUSE,LIMITED",Japan,Construction (45),-0.26%,N/A,-43001481,-42068505,-12404,-558313,-130776,-1974,-4990,-229947,5428,13.00%
2010,HYUNDAI ENGINEERING & CONSTRUCTION COMPANY LIMITED,South Korea,Construction (45),-0.31%,-4.59%,-30469222,-29109576,-6104,-358642,-82644,-1120,-47484,-861747,-1905,15.00%
2010,KIER GROUP PLC,United Kingdom,Construction (45),-0.70%,-24.19%,-22613126,-22120824,-5338,-294566,-68945,-948,-1988,-121231,714,3.00%
2010,YIT OYJ,Finland,Construction (45),-0.43%,-7.43%,-21677741,-21206017,-6919,-282838,-65451,-1039,-3435,-115895,3853,16.00%
2010,GEBERIT AG,Switzerland,Construction (45),-0.94%,-3.77%,-19191951,-18730795,-6552,-243741,-57264,-931,-692,-155447,3470,2.00%
2010,FLUOR CORPORATION,United States,Construction (45),-0.08%,-1.79%,-17539507,-17152003,-3643,-240383,-51120,-688,-1879,-89891,100,8.00%
2010,WILSON BAYLY HOLMES - OVCON LIMITED,South Africa,Construction (45),-0.62%,-7.44%,-14336139,-14027262,-4091,-186104,-41586,-669,-5882,-73104,2559,10.00%
2010,MALAYSIAN RESOURCES CORPORATION BERHAD,Malaysia,Construction (45),-3.58%,-38.09%,-12404005,-12010867,-3317,-141906,-33064,-512,-90556,-124113,330,1.00%
2010,TAYLOR WIMPEY PLC,United Kingdom,Construction (45),-0.24%,-3.50%,-9779940,-9565506,-2541,-127682,-29789,-433,-2517,-52376,904,8.00%
2010,LINDAB INTERNATIONAL AB,Sweden,Construction (45),-0.99%,-23.75%,-9646861,-9425432,-2150,-124505,-29132,-390,-30,-65179,-42,1.00%
2010,AICA KOGYO COMPANY LIMITED,Japan,Construction (45),-0.87%,-9.50%,-8712868,-8521738,-2127,-116664,-26240,-376,-299,-46136,711,0.00%
2010,BARRATT DEVELOPMENTS PLC,United Kingdom,Construction (45),-0.22%,-7.18%,-6884455,-6733328,-1816,-89914,-20966,-307,-1967,-36863,707,9.00%
2010,KB HOME,United States,Construction (45),-0.34%,N/A,-5481075,-5361651,-1205,-72244,-16538,-221,-143,-29081,8,2.00%
2010,KINGSPAN GROUP PLC,Ireland,Construction (45),-0.32%,-5.78%,-5184974,-5065368,-1140,-68704,-15528,-210,-117,-33963,55,2.00%
2010,JACOBS ENGINEERING GROUP INC,United States,Construction (45),-0.05%,-1.16%,-4788445,-4681221,-938,-68093,-13473,-183,-894,-23692,48,14.00%
2010,CENTROTEC SUSTAINABLE AG,Germany,Construction (45),-0.69%,-11.07%,-4415360,-4316417,-1234,-53463,-12469,-203,-1319,-30904,649,8.00%
2010,PERSIMMON PLC,United Kingdom,Construction (45),-0.16%,-2.08%,-3831881,-3740924,-1069,-50033,-11642,-176,-1517,-27065,545,12.00%
2010,REDROW PLC,United Kingdom,Construction (45),-0.34%,-10.48%,-2085027,-2039451,-520,-27195,-6354,-90,-384,-11171,138,6.00%
2010,BERKELEY GROUP HOLDINGS PLC,United Kingdom,Construction (45),-0.18%,-1.06%,-1756298,-1690630,-470,-22595,-5263,-79,-595,-36880,214,11.00%
2010,JM AB,Sweden,Construction (45),-0.09%,-0.94%,-1226604,-1182939,-263,-14543,-3329,-46,-43,-25382,-59,12.00%
2010,BOVIS HOMES GROUP PLC,United Kingdom,Construction (45),-0.08%,-1.15%,-386471,-377823,-127,-5078,-1174,-20,-289,-2063,104,19.00%
2010,FREEPORT-MCMORAN INC,United States,Copper production,-20.20%,-43.80%,-3714944747,-1672467004,-900420,-22358988,-5169844,-118724,-305878575,-1709321480,1270290,12.00%
2010,KGHM POLSKA MIEDZ S.A.,Poland,Copper production,-16.34%,-42.54%,-956715844,-721370047,-318678,-8424823,-1959010,-43284,-204134176,-20818465,352639,8.00%
2010,GAZPROM PAO,Russia,"Extraction of crude petroleum and services related to crude oil extraction,excluding surveying",-26.15%,-83.95%,-31379569605,-28055385325,-11815481,-374154724,-87247489,-1625716,-23173107,-2837509903,11342139,2.00%
2010,ENI - ENTE NAZIONALE IDROCARBURI,Italy,"Extraction of crude petroleum and services related to crude oil extraction,excluding surveying",-23.02%,-144.13%,-30540936027,-13677681792,-4436846,-185154952,-42874055,-695149,-1447044,-16631908541,3262350,0.00%
2010,ROYAL DUTCH SHELL PLC,Netherlands,"Extraction of crude petroleum and services related to crude oil extraction,excluding surveying",-6.39%,-89.67%,-23533769205,-22889926893,-6852701,-335400967,-66413225,-1083799,-425294,-238564277,4897950,15.00%
2010,BP PLC,United Kingdom,"Extraction of crude petroleum and services related to crude oil extraction,excluding surveying",-5.92%,N/A,-17625815435,-17223003707,-6027616,-240696418,-53502688,-932092,-13551402,-94045299,5943789,6.00%
2010,CHEVRON CORPORATION,United States,"Extraction of crude petroleum and services related to crude oil extraction,excluding surveying",-8.20%,-60.43%,-15556953202,-15209787984,-5596776,-203079221,-45638553,-792372,-15926767,-80261428,4129901,4.00%
2010,PETROLEO BRASILEIRO SA PETROBRAS,Brazil,"Extraction of crude petroleum and services related to crude oil extraction,excluding surveying",-8.76%,-41.36%,-11250095144,-10941983160,-5407470,-153827887,-34030717,-722680,-18412968,-102690058,6979795,1.00%
2010,OCCIDENTAL PETROLEUM CORPORATION,United States,"Extraction of crude petroleum and services related to crude oil extraction,excluding surveying",-27.87%,-69.50%,-5306981866,-5190033815,-1335476,-70323518,-15914040,-229917,-1599590,-27983315,437805,1.00%
2010,SUNCOR ENERGY INCORPORATED,Canada,"Extraction of crude petroleum and services related to crude oil extraction,excluding surveying",-12.76%,-116.31%,-4351644541,-4085854997,-1509375,-53832436,-12342090,-215535,-11985285,-187059450,1154627,5.00%
2010,OIL & NATURAL GAS CORPORATION LIMITED,India,"Extraction of crude petroleum and services related to crude oil extraction,excluding surveying",-16.72%,-65.92%,-3791036990,-3044981878,-612545,-46668168,-8359590,-120919,-310593,-690218821,235523,13.00%
2010,OMV AKTIENGESELLSCHAFT,Austria,"Extraction of crude petroleum and services related to crude oil extraction,excluding surveying",-10.71%,-100.00%,-3352870830,-3223956993,-925941,-43503529,-10099113,-153360,-241656,-74495635,505395,0.00%
2010,MOL MAGYAR OLAJ ES GAZIPARI NYILVANOSAN MUKODO RESZVENYTARSASAG,Hungary,"Extraction of crude petroleum and services related to crude oil extraction,excluding surveying",-11.30%,-169.37%,-2342728158,-2323425841,-683620,-30506484,-7152988,-106566,-37707,18960058,224991,1.00%
2010,WOODSIDE PETROLEUM LIMITED,Australia,"Extraction of crude petroleum and services related to crude oil extraction,excluding surveying",-46.39%,-92.32%,-2115512947,-2067026564,-639960,-28299523,-6463682,-105709,-2161700,-11361603,545796,2.00%
2010,ECOPETROL SA,Colombia,"Extraction of crude petroleum and services related to crude oil extraction,excluding surveying",-5.90%,-19.22%,-1242673657,-1191385690,-537163,-14767146,-3370227,-68743,-4803451,-28220106,478870,15.00%
